"Item_Identifier","Item_Category","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Years_Open","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"Z50","FD",12.8,"Regular",0.079523619,"Dairy",181.7608,6,"OUT017","Small","Tier 2","Supermarket Type1",4961.5416
"S14","FD",7.285,"Low Fat",0,"Dairy",155.1288,6,"OUT017","Small","Tier 2","Supermarket Type1",1414.1592
"N19","NC",13.1,"Low Fat",0.012167988,"Others",190.253,6,"OUT017","Small","Tier 2","Supermarket Type1",4174.566
"G46","FD",8.63,"Regular",0.032976399,"Snack Foods",114.6518,11,"OUT045","Small","Tier 2","Supermarket Type1",2846.295
"S04","FD",10.195,"Regular",0.147492524,"Frozen Foods",141.5838,6,"OUT017","Small","Tier 2","Supermarket Type1",1685.8056
"M58","FD",16.85,"Regular",0,"Snack Foods",110.0544,14,"OUT049","Medium","Tier 1","Supermarket Type1",2572.6512
"B60","FD",9.3,"Low Fat",0.028566433,"Baking Goods",193.0136,14,"OUT049","Medium","Tier 1","Supermarket Type1",4860.34
"H28","FD",15.85,"Regular",0.110479217,"Frozen Foods",36.7506,4,"OUT018","Medium","Tier 3","Supermarket Type2",531.3084
"U53","NC",5.485,"Low Fat",0.042838514,"Health and Hygiene",163.7842,11,"OUT045","Small","Tier 2","Supermarket Type1",1657.842
"L44","FD",18.25,"Low Fat",0.012264903,"Fruits and Vegetables",162.8894,26,"OUT013","High","Tier 3","Supermarket Type1",3397.5774
"I22","FD",12.6,"Low Fat",0.096132367,"Snack Foods",208.9612,26,"OUT013","High","Tier 3","Supermarket Type1",4181.224
"M37","DR",11.8474598930481,"Low Fat",0.168780127,"Soft Drinks",197.8768,28,"OUT019","Small","Tier 1","Grocery Store",197.0768
"X40","FD",12.85,"Low Fat",0.099193899,"Frozen Foods",38.1164,11,"OUT045","Small","Tier 2","Supermarket Type1",656.4788
"G15","DR",6.13,"Low Fat",0.076721393,"Dairy",59.4536,9,"OUT035","Small","Tier 2","Supermarket Type1",2021.3688
"V19","FD",13.2247693817468,"Regular",0.06173052,"Fruits and Vegetables",159.1578,28,"OUT019","Small","Tier 1","Grocery Store",160.4578
"F01","DR",5.655,"Low Fat",0.174934513,"Soft Drinks",145.0102,26,"OUT013","High","Tier 3","Supermarket Type1",1895.5326
"V54","NC",11.1,"Low Fat",0,"Household",119.1124,16,"OUT046","Small","Tier 1","Supermarket Type1",1303.6364
"O21","FD",11.6,"Regular",0.009802791,"Snack Foods",223.0404,4,"OUT018","Medium","Tier 3","Supermarket Type2",1125.202
"A40","FD",16,"Regular",0.09942555,"Frozen Foods",87.0856,14,"OUT049","Medium","Tier 1","Supermarket Type1",527.3136
"E59","FD",12.15,"Low Fat",0.062384659,"Starchy Foods",34.6532,14,"OUT049","Medium","Tier 1","Supermarket Type1",719.064
"X47","FD",6.55,"Regular",0.034745307,"Breads",158.8288,4,"OUT018","Medium","Tier 3","Supermarket Type2",4399.6064
"W34","FD",9.6,"Low Fat",0.035579135,"Snack Foods",244.417,16,"OUT046","Small","Tier 1","Supermarket Type1",1944.136
"M30","NC",19.1,"Low Fat",0.067569539,"Household",43.0796,4,"OUT018","Medium","Tier 3","Supermarket Type2",619.194
"A02","FD",14,"Regular",0.029697925,"Dairy",143.0786,26,"OUT013","High","Tier 3","Supermarket Type1",3178.5292
"V19","FD",14.85,"Regular",0.03525037,"Fruits and Vegetables",160.9578,9,"OUT035","Small","Tier 2","Supermarket Type1",2246.4092
"T48","FD",4.92,"Low Fat",0.045916788,"Baking Goods",198.8084,26,"OUT013","High","Tier 3","Supermarket Type1",2976.126
"D09","FD",13.5,"Low Fat",0.021539999,"Fruits and Vegetables",182.4976,11,"OUT045","Small","Tier 2","Supermarket Type1",1629.8784
"Z25","FD",15.7,"Regular",0.027673055,"Canned",169.279,11,"OUT045","Small","Tier 2","Supermarket Type1",3735.138
"E19","NC",8.97,"Low Fat",0.092997032,"Household",55.2956,9,"OUT035","Small","Tier 2","Supermarket Type1",873.5296
"E25","DR",15.35,"Low Fat",0.073283193,"Soft Drinks",91.812,16,"OUT046","Small","Tier 1","Supermarket Type1",1771.028
"C14","FD",12.3057050092764,"Regular",0.041049322,"Canned",41.2454,28,"OUT027","Medium","Tier 3","Supermarket Type3",1342.2528
"O15","FD",12.8173442136499,"Regular",0.008525061,"Meat",72.5038,28,"OUT027","Medium","Tier 3","Supermarket Type3",2512.7292
"C46","FD",17.7,"Low Fat",0.117201696,"Snack Foods",184.0266,6,"OUT017","Small","Tier 2","Supermarket Type1",2397.5458
"X42","NC",6.36,"Low Fat",0.005977465,"Household",163.3526,9,"OUT035","Small","Tier 2","Supermarket Type1",2631.2416
"K52","FD",12.867061281337,"Low Fat",0,"Frozen Foods",225.3062,28,"OUT027","Medium","Tier 3","Supermarket Type3",4288.4178
"D04","FD",13.4260689045936,"Low Fat",0.157528118,"Dairy",142.9154,28,"OUT019","Small","Tier 1","Grocery Store",141.8154
"F12","FD",8.235,"Low Fat",0.082427854,"Baking Goods",149.3076,16,"OUT046","Small","Tier 1","Supermarket Type1",2808.3444
"L41","NC",12.35,"Low Fat",0.041802518,"Health and Hygiene",34.8216,14,"OUT049","Medium","Tier 1","Supermarket Type1",311.5944
"W41","NC",18,"Low Fat",0.015450376,"Health and Hygiene",158.9604,16,"OUT046","Small","Tier 1","Supermarket Type1",1584.604
"O60","FD",20,"Low Fat",0.057527544,"Baking Goods",43.1086,15,"OUT010","Medium","Tier 3","Grocery Store",89.2172
"Z55","FD",6.055,"Low Fat",0.025512207,"Fruits and Vegetables",159.692,4,"OUT018","Medium","Tier 3","Supermarket Type2",5592.72
"Z59","FD",6.63,"Regular",0.174110803,"Baking Goods",166.85,15,"OUT010","Medium","Tier 3","Grocery Store",499.35
"O24","FD",12.2771082089552,"Low Fat",0.175362333,"Baking Goods",158.9604,28,"OUT027","Medium","Tier 3","Supermarket Type3",4436.8912
"W14","FD",8.3,"Regular",0.038367194,"Dairy",87.1198,4,"OUT018","Medium","Tier 3","Supermarket Type2",959.4178
"D40","FD",20.25,"Regular",0.014781046,"Dairy",193.8162,26,"OUT013","High","Tier 3","Supermarket Type1",3463.4916
"J38","FD",8.6,"Regular",0.040268044,"Canned",191.453,14,"OUT049","Medium","Tier 1","Supermarket Type1",1707.777
"O54","NC",19.5,"Low Fat",0.014355033,"Household",55.4614,6,"OUT017","Small","Tier 2","Supermarket Type1",552.614
"J10","FD",5.095,"Regular",0.129766301,"Snack Foods",141.6838,11,"OUT045","Small","Tier 2","Supermarket Type1",3231.1274
"K27","FD",11,"Low Fat",0.008997141,"Meat",119.9756,6,"OUT017","Small","Tier 2","Supermarket Type1",1938.8096
"R09","FD",18.25,"Low Fat",0.07784544,"Snack Foods",260.5962,14,"OUT049","Medium","Tier 1","Supermarket Type1",3884.943
"O60","FD",20,"Low Fat",0,"Baking Goods",43.4086,4,"OUT018","Medium","Tier 3","Supermarket Type2",401.4774
"X50","FD",13.4260689045936,"Low Fat",0.074265816,"Dairy",109.5228,28,"OUT027","Medium","Tier 3","Supermarket Type3",3757.7752
"R44","FD",13.2247693817468,"Regular",0.102422487,"Fruits and Vegetables",131.4968,28,"OUT027","Medium","Tier 3","Supermarket Type3",1565.9616
"D17","FD",7.5,"Low Fat",0.032811503,"Frozen Foods",239.6906,6,"OUT017","Small","Tier 2","Supermarket Type1",2614.5966
"I60","FD",7.22,"Regular",0.038477325,"Baking Goods",62.951,4,"OUT018","Medium","Tier 3","Supermarket Type2",1138.518
"H31","FD",12,"Regular",0.020411155,"Meat",98.6042,16,"OUT046","Small","Tier 1","Supermarket Type1",1091.2462
"L50","FD",12.15,"Regular",0.042552418,"Canned",123.5046,6,"OUT017","Small","Tier 2","Supermarket Type1",1743.0644
"O21","FD",11.6,"Regular",0.009818244,"Snack Foods",223.1404,6,"OUT017","Small","Tier 2","Supermarket Type1",5175.9292
"W12","FD",8.315,"Regular",0.035572183,"Baking Goods",144.4444,16,"OUT046","Small","Tier 1","Supermarket Type1",2902.888
"T15","FD",12.15,"Regular",0.04274788,"Meat",183.695,14,"OUT049","Medium","Tier 1","Supermarket Type1",2929.52
"V25","FD",5.905,"Low Fat",0.04572322,"Canned",222.1456,14,"OUT049","Medium","Tier 1","Supermarket Type1",5747.1856
"H13","DR",8.575,"Low Fat",0.023934398,"Soft Drinks",105.828,11,"OUT045","Small","Tier 2","Supermarket Type1",958.752
"G21","FD",17.35,"Regular",0.146527359,"Seafood",147.905,14,"OUT049","Medium","Tier 1","Supermarket Type1",2247.075
"I55","NC",18.6,"Low Fat",0.012651172,"Household",123.1414,9,"OUT035","Small","Tier 2","Supermarket Type1",2314.9866
"O06","NC",13.3847364953887,"Low Fat",0.107507291,"Household",34.8558,28,"OUT027","Medium","Tier 3","Supermarket Type3",441.4254
"R27","FD",15.1,"Regular",0.096295326,"Meat",133.4942,11,"OUT045","Small","Tier 2","Supermarket Type1",1457.4362
"A22","FD",13.6907307692308,"Low Fat",0,"Starchy Foods",167.5158,28,"OUT027","Medium","Tier 3","Supermarket Type3",4345.0108
"S03","FD",7.825,"Low Fat",0.079613553,"Meat",65.0826,9,"OUT035","Small","Tier 2","Supermarket Type1",1162.4868
"Z12","FD",9.17,"Low Fat",0.103398309,"Baking Goods",143.947,4,"OUT018","Medium","Tier 3","Supermarket Type2",2576.646
"J20","FD",20.7,"Regular",0.16767231,"Fruits and Vegetables",124.2388,15,"OUT010","Medium","Tier 3","Grocery Store",247.6776
"V09","FD",12.1,"Low Fat",0.020551458,"Snack Foods",146.6734,26,"OUT013","High","Tier 3","Supermarket Type1",2227.101
"W09","FD",13.65,"Regular",0.025961116,"Snack Foods",80.4302,14,"OUT049","Medium","Tier 1","Supermarket Type1",316.9208
"S36","FD",8.38,"Regular",0.046960237,"Baking Goods",111.857,14,"OUT049","Medium","Tier 1","Supermarket Type1",2966.139
"Y19","FD",19.75,"Low Fat",0.041533438,"Fruits and Vegetables",119.8466,4,"OUT018","Medium","Tier 3","Supermarket Type2",2239.0854
"C49","DR",8.67,"Low Fat",0.065436581,"Soft Drinks",142.9128,16,"OUT046","Small","Tier 1","Supermarket Type1",2013.3792
"N12","FD",15.6,"Low Fat",0.08126841,"Baking Goods",110.2544,11,"OUT045","Small","Tier 2","Supermarket Type1",1789.6704
"J03","FD",12.35,"Regular",0.072689818,"Dairy",48.7692,4,"OUT018","Medium","Tier 3","Supermarket Type2",788.3072
"C46","FD",17.7,"Low Fat",0.116723677,"Snack Foods",182.4266,14,"OUT049","Medium","Tier 1","Supermarket Type1",5163.9448
"M02","FD",12.5,"Regular",0.074035423,"Canned",87.9198,4,"OUT018","Medium","Tier 3","Supermarket Type2",1133.8574
"V20","FD",20.2,"Regular",0.059751638,"Fruits and Vegetables",129.1678,26,"OUT013","High","Tier 3","Supermarket Type1",1017.3424
"H07","NC",13.15,"Low Fat",0.092854963,"Household",158.7604,11,"OUT045","Small","Tier 2","Supermarket Type1",3010.7476
"L28","FD",12.867061281337,"Regular",0,"Frozen Foods",230.0668,28,"OUT019","Small","Tier 1","Grocery Store",691.1004
"J46","FD",12.9878795546559,"Low Fat",0.044606379,"Snack Foods",174.2054,28,"OUT027","Medium","Tier 3","Supermarket Type3",4377.635
"Q34","FD",10.85,"Low Fat",0.162107603,"Snack Foods",106.3622,26,"OUT013","High","Tier 3","Supermarket Type1",2117.244
"D42","NC",13.1423139534884,"Low Fat",0,"Health and Hygiene",37.3506,28,"OUT027","Medium","Tier 3","Supermarket Type3",1024.6662
"O34","FD",17.7,"Low Fat",0.030060895,"Snack Foods",166.4816,4,"OUT018","Medium","Tier 3","Supermarket Type2",2013.3792
"X60","FD",14.35,"Low Fat",0.081050006,"Baking Goods",79.196,6,"OUT017","Small","Tier 2","Supermarket Type1",1278.336
"Z28","FD",20,"Regular",0.051783761,"Frozen Foods",125.8678,6,"OUT017","Small","Tier 2","Supermarket Type1",3433.5306
"T36","FD",12.3,"Low Fat",0,"Baking Goods",37.2874,26,"OUT013","High","Tier 3","Supermarket Type1",705.748
"L24","FD",10.3,"Regular",0.024998007,"Baking Goods",174.4422,4,"OUT018","Medium","Tier 3","Supermarket Type2",3448.844
"J58","FD",15.6,"Regular",0.105208448,"Snack Foods",170.5764,26,"OUT013","High","Tier 3","Supermarket Type1",4466.1864
"Y12","FD",9.8,"Regular",0.14118383,"Baking Goods",50.5008,4,"OUT018","Medium","Tier 3","Supermarket Type2",253.004
"P58","FD",11.1,"Low Fat",0.135692831,"Snack Foods",220.0482,4,"OUT018","Medium","Tier 3","Supermarket Type2",2628.5784
"C41","FD",12.867061281337,"Low Fat",0.116347087,"Frozen Foods",76.867,28,"OUT027","Medium","Tier 3","Supermarket Type3",2526.711
"Y07","FD",11.8,"Low Fat",0.12150063,"Fruits and Vegetables",46.8402,26,"OUT013","High","Tier 3","Supermarket Type1",413.4618
"N08","FD",7.72,"Regular",0.088864488,"Fruits and Vegetables",119.3466,6,"OUT017","Small","Tier 2","Supermarket Type1",3064.0116
"J53","FD",12.867061281337,"Low Fat",0.070912843,"Frozen Foods",121.5098,28,"OUT027","Medium","Tier 3","Supermarket Type3",2410.196
"X04","FD",19.6,"Regular",0.041571557,"Frozen Foods",49.9376,16,"OUT046","Small","Tier 1","Supermarket Type1",623.1888
"Z19","FD",6.425,"Low Fat",0.093454899,"Fruits and Vegetables",175.3712,16,"OUT046","Small","Tier 1","Supermarket Type1",2988.1104
"B45","FD",20.85,"Low Fat",0.021329793,"Fruits and Vegetables",105.5306,16,"OUT046","Small","Tier 1","Supermarket Type1",940.7754
"F54","NC",18,"Low Fat",0.079299474,"Household",170.5422,15,"OUT010","Medium","Tier 3","Grocery Store",344.8844
"X21","FD",7.05,"Low Fat",0.085138334,"Snack Foods",108.6912,11,"OUT045","Small","Tier 2","Supermarket Type1",1310.2944
"A50","FD",16.25,"Low Fat",0.087175137,"Dairy",98.341,16,"OUT046","Small","Tier 1","Supermarket Type1",1351.574
"H39","DR",20.7,"Low Fat",0.093214498,"Dairy",74.667,6,"OUT017","Small","Tier 2","Supermarket Type1",2143.876
"A38","FD",5.44,"Low Fat",0.025458716,"Dairy",241.2538,26,"OUT013","High","Tier 3","Supermarket Type1",3124.5994
"P30","NC",20.5,"Low Fat",0.032741422,"Household",40.4822,26,"OUT013","High","Tier 3","Supermarket Type1",589.233
"W19","FD",12.35,"Regular",0.038560279,"Fruits and Vegetables",109.857,14,"OUT049","Medium","Tier 1","Supermarket Type1",1208.427
"F41","FD",12.867061281337,"Low Fat",0.130544568,"Frozen Foods",248.046,28,"OUT027","Medium","Tier 3","Supermarket Type3",7883.072
"F23","DR",4.61,"Low Fat",0.122629121,"Hard Drinks",175.4396,9,"OUT035","Small","Tier 2","Supermarket Type1",2616.594
"P14","NC",8.275,"Low Fat",0.110913601,"Household",106.3306,6,"OUT017","Small","Tier 2","Supermarket Type1",1254.3672
"K44","FD",13.2247693817468,"Low Fat",0.121635591,"Fruits and Vegetables",175.4738,28,"OUT027","Medium","Tier 3","Supermarket Type3",2954.1546
"A59","DR",8.27,"Regular",0.128449055,"Soft Drinks",186.5924,4,"OUT018","Medium","Tier 3","Supermarket Type2",4442.2176
"C28","FD",7.905,"Low Fat",0.055098434,"Frozen Foods",109.2254,11,"OUT045","Small","Tier 2","Supermarket Type1",976.7286
"O53","NC",16.2,"Low Fat",0,"Health and Hygiene",182.1608,14,"OUT049","Medium","Tier 1","Supermarket Type1",3123.9336
"Y55","FD",13.2247693817468,"Low Fat",0,"Fruits and Vegetables",258.3988,28,"OUT019","Small","Tier 1","Grocery Store",256.9988
"S54","NC",13.6,"Low Fat",0.010013429,"Household",176.437,11,"OUT045","Small","Tier 2","Supermarket Type1",4587.362
"M07","NC",9.395,"Low Fat",0.040187877,"Others",85.6908,6,"OUT017","Small","Tier 2","Supermarket Type1",1593.9252
"Q19","FD",7.35,"Regular",0.024044279,"Fruits and Vegetables",241.0512,15,"OUT010","Medium","Tier 3","Grocery Store",242.3512
"S40","FD",15.35,"Low Fat",0.014007727,"Frozen Foods",38.319,26,"OUT013","High","Tier 3","Supermarket Type1",292.952
"C14","FD",14.5,"Regular",0.041214746,"Canned",42.0454,26,"OUT013","High","Tier 3","Supermarket Type1",629.181
"R12","FD",12.6,"Regular",0.031663212,"Baking Goods",173.2764,4,"OUT018","Medium","Tier 3","Supermarket Type2",1030.6584
"M60","FD",10.8,"Regular",0,"Baking Goods",39.3138,26,"OUT013","High","Tier 3","Supermarket Type1",1015.345
"G26","FD",18.85,"Low Fat",0.042716162,"Canned",257.833,14,"OUT049","Medium","Tier 1","Supermarket Type1",3332.329
"L55","NC",12.15,"Low Fat",0.06479182,"Others",254.004,11,"OUT045","Small","Tier 2","Supermarket Type1",2277.036
"O21","FD",11.6,"Regular",0.009761175,"Snack Foods",226.9404,9,"OUT035","Small","Tier 2","Supermarket Type1",1800.3232
"G18","NC",15.3,"Low Fat",0.02295878,"Household",101.6332,26,"OUT013","High","Tier 3","Supermarket Type1",1845.5976
"A27","FD",20.35,"Regular",0.030927632,"Dairy",256.8672,16,"OUT046","Small","Tier 1","Supermarket Type1",3579.3408
"G03","DR",14.5,"Low Fat",0.103752817,"Dairy",155.1998,15,"OUT010","Medium","Tier 3","Grocery Store",307.5996
"C22","FD",6.89,"Regular",0.136428395,"Snack Foods",193.982,16,"OUT046","Small","Tier 1","Supermarket Type1",1737.738
"C21","FD",14.6,"Regular",0.071904258,"Fruits and Vegetables",106.8254,15,"OUT010","Medium","Tier 3","Grocery Store",108.5254
"N50","FD",16.85,"Regular",0.026627857,"Canned",93.712,4,"OUT018","Medium","Tier 3","Supermarket Type2",745.696
"F27","DR",8.93,"Low Fat",0.028393624,"Dairy",153.434,26,"OUT013","High","Tier 3","Supermarket Type1",1378.206
"W57","FD",8.31,"Regular",0.116331694,"Snack Foods",176.9028,6,"OUT017","Small","Tier 2","Supermarket Type1",3010.7476
"M34","FD",19,"Low Fat",0.112893408,"Snack Foods",131.0626,15,"OUT010","Medium","Tier 3","Grocery Store",524.6504
"Z39","FD",12.8173442136499,"Regular",0.017937483,"Meat",103.499,28,"OUT027","Medium","Tier 3","Supermarket Type3",1547.985
"U28","FD",12.867061281337,"Regular",0.164438907,"Frozen Foods",188.4214,28,"OUT019","Small","Tier 1","Grocery Store",376.8428
"Q27","FD",5.19,"Regular",0.044252621,"Meat",102.599,16,"OUT046","Small","Tier 1","Supermarket Type1",1651.184
"Q52","FD",17,"Low Fat",0.120060274,"Frozen Foods",246.5434,6,"OUT017","Small","Tier 2","Supermarket Type1",4470.1812
"T51","FD",11.65,"Regular",0.010909704,"Meat",110.8544,26,"OUT013","High","Tier 3","Supermarket Type1",1677.816
"I30","NC",20.25,"Low Fat",0.059055045,"Household",247.346,11,"OUT045","Small","Tier 2","Supermarket Type1",1970.768
"X29","NC",10,"Low Fat",0.149223055,"Health and Hygiene",145.8102,15,"OUT010","Medium","Tier 3","Grocery Store",874.8612
"X38","FD",13.4260689045936,"Regular",0.084404264,"Dairy",49.5376,28,"OUT019","Small","Tier 1","Grocery Store",143.8128
"O08","FD",11.1,"Regular",0.054079556,"Fruits and Vegetables",165.9526,6,"OUT017","Small","Tier 2","Supermarket Type1",2631.2416
"M15","FD",11.8,"Regular",0.057655493,"Meat",152.6366,4,"OUT018","Medium","Tier 3","Supermarket Type2",1662.5026
"W22","FD",9.695,"Regular",0.030413777,"Snack Foods",221.3114,4,"OUT018","Medium","Tier 3","Supermarket Type2",2217.114
"T08","FD",13.65,"Low Fat",0.049496899,"Fruits and Vegetables",151.505,6,"OUT017","Small","Tier 2","Supermarket Type1",2846.295
"S32","FD",17.75,"Regular",0.029653914,"Fruits and Vegetables",140.5838,16,"OUT046","Small","Tier 1","Supermarket Type1",2669.1922
"I06","NC",11.3,"Low Fat",0.047912071,"Household",179.866,4,"OUT018","Medium","Tier 3","Supermarket Type2",1258.362
"R21","FD",12.9878795546559,"Low Fat",0.066611321,"Snack Foods",178.237,28,"OUT027","Medium","Tier 3","Supermarket Type3",3705.177
"D05","FD",19.35,"Low Fat",0.016611475,"Frozen Foods",122.0098,16,"OUT046","Small","Tier 1","Supermarket Type1",2651.2156
"Z02","FD",6.905,"Regular",0.03822479,"Dairy",99.8726,11,"OUT045","Small","Tier 2","Supermarket Type1",587.2356
"H47","FD",13.5,"Regular",0.129016487,"Starchy Foods",98.4068,14,"OUT049","Medium","Tier 1","Supermarket Type1",1846.9292
"M58","FD",16.85,"Regular",0.080141165,"Snack Foods",111.4544,6,"OUT017","Small","Tier 2","Supermarket Type1",2013.3792
"G09","FD",20.6,"Regular",0.0480335,"Fruits and Vegetables",188.2556,11,"OUT045","Small","Tier 2","Supermarket Type1",3755.112
"O27","FD",6.175,"Regular",0.179355893,"Meat",94.1752,14,"OUT049","Medium","Tier 1","Supermarket Type1",575.2512
"I41","FD",18.5,"Regular",0.062510529,"Frozen Foods",146.8418,4,"OUT018","Medium","Tier 3","Supermarket Type2",2059.9852
"K34","FD",13.35,"Low Fat",0.038519399,"Snack Foods",236.8564,9,"OUT035","Small","Tier 2","Supermarket Type1",5005.4844
"X54","NC",13.3847364953887,"Low Fat",0.047827139,"Household",105.3622,28,"OUT027","Medium","Tier 3","Supermarket Type3",3387.5904
"L14","FD",8.115,"Regular",0.032208865,"Canned",154.9972,14,"OUT049","Medium","Tier 1","Supermarket Type1",3739.1328
"A13","FD",15.85,"Low Fat",0.078874948,"Canned",37.4506,4,"OUT018","Medium","Tier 3","Supermarket Type2",303.6048
"S11","FD",11.3469362745098,"Regular",0.097275777,"Breads",223.9088,28,"OUT019","Small","Tier 1","Grocery Store",223.7088
"T43","FD",16.35,"Low Fat",0.020664178,"Fruits and Vegetables",50.8324,6,"OUT017","Small","Tier 2","Supermarket Type1",1298.31
"R07","FD",21.35,"Low Fat",0.078060605,"Fruits and Vegetables",96.0094,4,"OUT018","Medium","Tier 3","Supermarket Type2",380.8376
"F41","FD",12.15,"Low Fat",0.131714183,"Frozen Foods",245.846,4,"OUT018","Medium","Tier 3","Supermarket Type2",4434.228
"M23","DR",16.6,"Low Fat",0.135944247,"Hard Drinks",172.0422,14,"OUT049","Medium","Tier 1","Supermarket Type1",2586.633
"O52","FD",11.6,"Regular",0.077478931,"Frozen Foods",170.3106,4,"OUT018","Medium","Tier 3","Supermarket Type2",4277.765
"D10","FD",20.6,"Regular",0.046114018,"Snack Foods",178.2344,11,"OUT045","Small","Tier 2","Supermarket Type1",1070.6064
"N38","FD",12.3057050092764,"Regular",0.161030847,"Canned",251.2408,28,"OUT019","Small","Tier 1","Grocery Store",1001.3632
"E17","FD",20.1,"Regular",0.054455495,"Frozen Foods",149.5366,16,"OUT046","Small","Tier 1","Supermarket Type1",2871.5954
"Z03","FD",13.65,"Regular",0,"Dairy",186.024,4,"OUT018","Medium","Tier 3","Supermarket Type2",4287.752
"D03","FD",13.3,"Low Fat",0.080257683,"Dairy",232.63,6,"OUT017","Small","Tier 2","Supermarket Type1",1864.24
"W18","NC",13.3847364953887,"Low Fat",0.059037538,"Household",237.7248,28,"OUT027","Medium","Tier 3","Supermarket Type3",2607.2728
"G36","DR",11.8474598930481,"Low Fat",0.094916347,"Soft Drinks",172.3106,28,"OUT027","Medium","Tier 3","Supermarket Type3",4277.765
"T43","FD",16.35,"Low Fat",0.034393057,"Fruits and Vegetables",50.8324,15,"OUT010","Medium","Tier 3","Grocery Store",155.7972
"U17","NC",5.32,"Low Fat",0.093261677,"Health and Hygiene",100.9674,4,"OUT018","Medium","Tier 3","Supermarket Type2",1222.4088
"H50","FD",15,"Regular",0.16143544,"Canned",185.1266,16,"OUT046","Small","Tier 1","Supermarket Type1",2766.399
"U57","FD",8.27,"Regular",0.089479661,"Snack Foods",148.6708,26,"OUT013","High","Tier 3","Supermarket Type1",2106.5912
"A56","FD",13.2247693817468,"Low Fat",0.008722342,"Fruits and Vegetables",123.5414,28,"OUT027","Medium","Tier 3","Supermarket Type3",4508.1318
"Z15","FD",13.1,"Low Fat",0.020988798,"Dairy",117.7782,6,"OUT017","Small","Tier 2","Supermarket Type1",1191.782
"Y51","FD",12.5,"Low Fat",0.081260969,"Meat",221.7798,14,"OUT049","Medium","Tier 1","Supermarket Type1",3085.3172
"F03","DR",19.1,"Low Fat",0.045308131,"Dairy",42.5138,16,"OUT046","Small","Tier 1","Supermarket Type1",649.8208
"V06","NC",11.3,"Low Fat",0.06705851,"Household",194.0478,6,"OUT017","Small","Tier 2","Supermarket Type1",3293.7126
"A21","FD",13.65,"Low Fat",0.035930784,"Snack Foods",184.4924,26,"OUT013","High","Tier 3","Supermarket Type1",9069.5276
"Q53","NC",13.1423139534884,"Low Fat",0.018813776,"Health and Hygiene",235.259,28,"OUT027","Medium","Tier 3","Supermarket Type3",5672.616
"O29","NC",13.1423139534884,"Low Fat",0.032099989,"Health and Hygiene",164.1526,28,"OUT027","Medium","Tier 3","Supermarket Type3",2960.1468
"T26","FD",18.85,"Regular",0.06823032,"Dairy",121.044,4,"OUT018","Medium","Tier 3","Supermarket Type2",1557.972
"I21","FD",5.59,"Regular",0.056592115,"Snack Foods",65.0168,9,"OUT035","Small","Tier 2","Supermarket Type1",447.4176
"I55","NC",18.6,"Low Fat",0.012643035,"Household",119.8414,26,"OUT013","High","Tier 3","Supermarket Type1",365.5242
"Z04","FD",9.31,"Low Fat",0.063529046,"Frozen Foods",63.751,15,"OUT010","Medium","Tier 3","Grocery Store",126.502
"L27","FD",6.17,"Low Fat",0.010630949,"Meat",65.9826,16,"OUT046","Small","Tier 1","Supermarket Type1",1162.4868
"S45","FD",5.175,"Regular",0.029490377,"Snack Foods",107.6622,9,"OUT035","Small","Tier 2","Supermarket Type1",2858.2794
"G43","NC",13.3847364953887,"Low Fat",0.129983688,"Household",93.0462,28,"OUT019","Small","Tier 1","Grocery Store",185.0924
"U28","FD",19.2,"Regular",0.094300933,"Frozen Foods",187.5214,4,"OUT018","Medium","Tier 3","Supermarket Type2",1695.7926
"O20","FD",12.85,"Regular",0.152001201,"Fruits and Vegetables",252.3382,26,"OUT013","High","Tier 3","Supermarket Type1",6056.1168
"G55","NC",16.25,"Low Fat",0.039113587,"Household",116.0176,26,"OUT013","High","Tier 3","Supermarket Type1",1488.7288
"M42","NC",6.13,"Low Fat",0.02848169,"Household",110.4912,6,"OUT017","Small","Tier 2","Supermarket Type1",1310.2944
"G07","NC",12.3,"Low Fat",0.05271592,"Household",189.653,4,"OUT018","Medium","Tier 3","Supermarket Type2",569.259
"Q29","NC",13.1423139534884,"Low Fat",0.182493512,"Health and Hygiene",258.8278,28,"OUT019","Small","Tier 1","Grocery Store",1041.3112
"V05","NC",10.1,"Low Fat",0.050562853,"Health and Hygiene",153.3656,15,"OUT010","Medium","Tier 3","Grocery Store",463.3968
"O02","NC",11.15,"Low Fat",0.07366703,"Others",66.2142,4,"OUT018","Medium","Tier 3","Supermarket Type2",131.8284
"H19","FD",19.35,"Low Fat",0.03322326,"Meat",172.0738,4,"OUT018","Medium","Tier 3","Supermarket Type2",3301.7022
"G13","DR",17.25,"Low Fat",0.037396492,"Soft Drinks",165.6526,6,"OUT017","Small","Tier 2","Supermarket Type1",1808.9786
"I57","FD",19.85,"Low Fat",0.054015429,"Seafood",196.3768,9,"OUT035","Small","Tier 2","Supermarket Type1",4138.6128
"X51","FD",9.5,"Regular",0.02210346,"Meat",194.7452,11,"OUT045","Small","Tier 2","Supermarket Type1",1370.2164
"W33","FD",9.395,"Low Fat",0.099274694,"Snack Foods",104.528,14,"OUT049","Medium","Tier 1","Supermarket Type1",852.224
"E12","DR",4.59,"Low Fat",0.070721656,"Soft Drinks",113.286,26,"OUT013","High","Tier 3","Supermarket Type1",1471.418
